college_name,college_type,financial_aid,major,roi,total_cost
Truman State University(Out-of-State),outofstate,,art,46800,106000
University of Nevada-Reno(In-State),instate,,art,46300,91500
Rhode Island College(In-State),instate,,art,46100,83300
Northern Arizona University(Out-of-State),outofstate,,art,45800,151000
Salem State University(Out-of-State),outofstate,,art,45600,120000
University of Minnesota-Duluth(Out-of-State),outofstate,,art,44600,110000
Belmont University(Private),private,,art,43900,184000
The University of Texas at San Antonio(Out-of-State),outofstate,,art,43600,123000
Westfield State University(In-State),instate,,art,43400,88500
University of Southern Indiana(In-State),instate,,art,43300,76500
Florida International University(Out-of-State),outofstate,,art,42200,142000
Southern Illinois University-Edwardsville(Out-of-State),outofstate,,art,39800,139000
University of Arkansas(Out-of-State),outofstate,,art,39600,144000
University of South Florida-Main Campus(Out-of-State),outofstate,,art,39500,128000
Humboldt State University(Out-of-State),outofstate,,art,39400,137000
Appalachian State University(Out-of-State),outofstate,,art,39200,130000
Fort Hays State University(Out-of-State),outofstate,,art,38900,103000
University of Northern Iowa(In-State),instate,,art,38900,80900
South Dakota State University(In-State),instate,,art,38800,96900
University of Pittsburgh-Pittsburgh Campus(Out-of-State),outofstate,,art,38400,172000
Missouri State University-Springfield(Out-of-State),outofstate,,art,38300,107000
University of Arizona(Out-of-State),outofstate,,art,37700,183000
Jacksonville State University(Out-of-State),outofstate,,art,37500,112000
Mississippi State University(Out-of-State),outofstate,,art,37200,138000
Shenandoah University(Private),private,,art,36600,178000
University of Wisconsin-Whitewater(In-State),instate,,art,36600,70400
East Tennessee State University(Out-of-State),outofstate,,art,36100,159000
Minnesota State University Moorhead(Out-of-State),outofstate,,art,35800,107000
University of Louisiana at Lafayette(In-State),instate,,art,35300,84700
The University of Tennessee-Chattanooga(In-State),instate,,art,35200,87400
University of New Mexico-Main Campus(Out-of-State),outofstate,,art,35000,139000
Virginia Commonwealth University(Out-of-State),outofstate,,art,34800,191000
University of Puget Sound(Private),private,,art,33900,235000
Wittenberg University(Private),private,,art,33900,203000
University of Rochester(Private),private,,art,33600,258000
The Evergreen State College(Out-of-State),outofstate,,art,32800,145000
University of Nebraska at Kearney(In-State),instate,,art,32700,83700
University of South Carolina-Columbia(In-State),instate,,art,32100,103000
Indiana University of Pennsylvania-Main Campus(In-State),instate,,art,31200,99900
Meredith College(Private),private,,art,31200,181000
Clark Atlanta University(Private),private,,art,30500,147000
Lamar University(In-State),instate,,art,29900,85700
Saginaw Valley State University(In-State),instate,,art,29900,80100
Minnesota State University-Mankato(Out-of-State),outofstate,,art,28800,105000
Grand Valley State University(Out-of-State),outofstate,,art,28700,108000
University of Southern Mississippi(Out-of-State),outofstate,,art,28500,117000
University of Wisconsin-Stevens Point(Out-of-State),outofstate,,art,28100,101000
University of North Florida(Out-of-State),outofstate,,art,27900,142000
South Dakota State University(Out-of-State),outofstate,,art,27800,108000
Pennsylvania College of Technology(Out-of-State),outofstate,,art,27700,150000
Viterbo University(Private),private,,art,27600,145000
University of Wisconsin-La Crosse(In-State),instate,,art,27500,71400
Moore College of Art and Design(Private),private,,art,26400,216000
West Texas A & M University(In-State),instate,,art,23800,80000
Kansas State University(Out-of-State),outofstate,,art,23500,145000
Judson University(Private),private,,art,23300,163000
Southeastern Louisiana University(Out-of-State),outofstate,,art,22600,125000
Oakland University(Out-of-State),outofstate,,art,22500,143000
Indiana State University(Out-of-State),outofstate,,art,22400,125000
University of Central Missouri(Out-of-State),outofstate,,art,22200,101000
Wright State University-Main Campus(Out-of-State),outofstate,,art,22100,125000
University of Memphis(In-State),instate,,art,21300,95800
DePauw University(Private),private,,art,20900,229000
The University of Montana(Out-of-State),outofstate,,art,20800,142000
University of Akron Main Campus(In-State),instate,,art,20300,99000
West Texas A & M University(Out-of-State),outofstate,,art,20300,83500
Florida State University(Out-of-State),outofstate,,art,20200,148000
University of Wisconsin-Parkside(In-State),instate,,art,19600,75400
Westfield State University(Out-of-State),outofstate,,art,19100,113000
Eastern Washington University(In-State),instate,,art,18900,88000
University of Central Arkansas(In-State),instate,,art,18100,80400
SUNY at Fredonia(Out-of-State),outofstate,,art,17800,130000
Capital University(Private),private,,art,17700,183000
University of Kentucky(Out-of-State),outofstate,,art,17600,155000
Valdosta State University(In-State),instate,,art,17100,81800
Webster University(Private),private,,art,17000,171000
Elon University(Private),private,,art,16900,184000
Old Dominion University(Out-of-State),outofstate,,art,16200,160000
Mississippi College(Private),private,,art,15900,117000
Southern Connecticut State University(Out-of-State),outofstate,,art,15700,144000
Bennington College(Private),private,,art,13900,260000
University of Central Oklahoma(Out-of-State),outofstate,,art,13500,112000
SUNY College at Plattsburgh(Out-of-State),outofstate,,art,11600,129000
University of Toledo(In-State),instate,,art,10600,98100
University of Nebraska at Kearney(Out-of-State),outofstate,,art,9000,107000
Ball State University(Out-of-State),outofstate,,art,8900,154000
Cazenovia College(Private),private,,art,8900,184000
Georgia Southern University(In-State),instate,,art,8400,90900
Eastern Michigan University(Out-of-State),outofstate,,art,8200,154000
Alfred University(Private),private,,art,8100,165000
Morehead State University(Out-of-State),outofstate,,art,8100,119000
University of Wisconsin-Milwaukee(Out-of-State),outofstate,,art,8000,132000
Pittsburg State University(In-State),instate,,art,7000,72900
Indiana University-Purdue University-Fort Wayne(Out-of-State),outofstate,,art,6900,132000
Carroll University(Private),private,,art,5900,168000
University of Southern Indiana(Out-of-State),outofstate,,art,5100,115000
University of Wisconsin-Whitewater(Out-of-State),outofstate,,art,4800,102000
Lindenwood University(Private),private,,art,4100,124000
Valparaiso University(Private),private,,art,3600,194000
Nazareth College(Private),private,,art,1900,185000
Rhode Island College(Out-of-State),outofstate,,art,1400,128000
University of Wisconsin-Oshkosh(In-State),instate,,art,-200,73000
Western Kentucky University(Out-of-State),outofstate,,art,-700,135000
University of Northern Iowa(Out-of-State),outofstate,,art,-1200,121000
East Carolina University(Out-of-State),outofstate,,art,-3600,145000
SUNY Buffalo State(In-State),instate,,art,-3800,92000
University of Wisconsin-La Crosse(Out-of-State),outofstate,,art,-4100,103000
The University of West Florida(Out-of-State),outofstate,,art,-4700,130000
University of North Carolina Wilmington(Out-of-State),outofstate,,art,-4700,141000
University of Central Arkansas(Out-of-State),outofstate,,art,-5700,104000
College of Charleston(In-State),instate,,art,-6200,111000
Lamar University(Out-of-State),outofstate,,art,-6500,122000
University of Nevada-Reno(Out-of-State),outofstate,,art,-9400,147000
University of Louisville(Out-of-State),outofstate,,art,-10200,156000
University of Wisconsin-Parkside(Out-of-State),outofstate,,art,-11500,107000
Montana State University(Out-of-State),outofstate,,art,-12200,140000
University of Akron Main Campus(Out-of-State),outofstate,,art,-13700,133000
University of Louisiana at Lafayette(Out-of-State),outofstate,,art,-14200,134000
Indiana University of Pennsylvania-Main Campus(Out-of-State),outofstate,,art,-14400,145000
University of West Georgia(In-State),instate,,art,-15800,88500
Point Park University(Private),private,,art,-16500,167000
Converse College(Private),private,,art,-16600,137000
Saginaw Valley State University(Out-of-State),outofstate,,art,-17800,128000
Mount Saint Joseph University(Private),private,,art,-19300,151000
University of Montevallo(In-State),instate,,art,-22300,99200
Western Carolina University(In-State),instate,,art,-22900,78500
University of Southern Maine(In-State),instate,,art,-24500,91900
Millikin University(Private),private,,art,-24800,173000
Valdosta State University(Out-of-State),outofstate,,art,-25300,124000
University of Toledo(Out-of-State),outofstate,,art,-26600,135000
Arkansas State University-Main Campus(In-State),instate,,art,-26800,85200
Moravian College(Private),private,,art,-27500,210000
Seton Hill University(Private),private,,art,-27500,185000
The University of Tennessee-Chattanooga(Out-of-State),outofstate,,art,-28400,151000
University of Memphis(Out-of-State),outofstate,,art,-28500,146000
Wichita State University(In-State),instate,,art,-29900,83100
University of Wisconsin-Oshkosh(Out-of-State),outofstate,,art,-30500,103000
Cleveland State University(In-State),instate,,art,-31300,103000
Georgia Southern University(Out-of-State),outofstate,,art,-33100,132000
Pittsburg State University(Out-of-State),outofstate,,art,-34200,114000
Eastern Washington University(Out-of-State),outofstate,,art,-36700,144000
University of Arkansas at Little Rock(In-State),instate,,art,-39800,90800
Murray State University(In-State),instate,,art,-40200,80100
University of South Carolina-Columbia(Out-of-State),outofstate,,art,-42100,177000
SUNY Buffalo State(Out-of-State),outofstate,,art,-42500,131000
Cleveland State University(Out-of-State),outofstate,,art,-45000,117000
Arkansas State University-Main Campus(Out-of-State),outofstate,,art,-50200,109000
Edinboro University of Pennsylvania(In-State),instate,,art,-56100,89000
University of West Georgia(Out-of-State),outofstate,,art,-57300,130000
Montserrat College of Art(Private),private,,art,-60700,169000
Wichita State University(Out-of-State),outofstate,,art,-63100,116000
