major,college_name,college_type,financial_aid,roi,total_cost
computer science and math,West Texas A & M University(Out-of-State),outofstate,1.0,609000,83500
computer science and math,Prairie View A & M University(In-State),instate,1.0,608000,83300
computer science and math,SUNY College at Geneseo(Out-of-State),outofstate,1.0,608000,131000
computer science and math,Southern Oregon University(In-State),instate,1.0,608000,94400
computer science and math,California State University-San Bernardino(Out-of-State),outofstate,1.0,607000,129000
computer science and math,North Carolina A & T State University(Out-of-State),outofstate,1.0,607000,119000
computer science and math,Oklahoma State University-Main Campus(Out-of-State),outofstate,1.0,607000,141000
computer science and math,Webster University(Private),private,1.0,607000,171000
computer science and math,Campbell University(Private),private,1.0,606000,180000
computer science and math,Indiana University-Bloomington(Out-of-State),outofstate,1.0,606000,190000
computer science and math,Sam Houston State University(In-State),instate,1.0,606000,82500
computer science and math,University of Northern Iowa(Out-of-State),outofstate,1.0,606000,121000
computer science and math,Arcadia University(Private),private,1.0,605000,218000
computer science and math,Western Illinois University(In-State),instate,1.0,605000,101000
computer science and math,Francis Marion University(In-State),instate,1.0,604000,87300
computer science and math,Howard University(Private),private,1.0,604000,169000
computer science and math,St John's University-New York(Private),private,1.0,604000,230000
computer science and math,California State University-Los Angeles(In-State),instate,1.0,603000,93100
computer science and math,Radford University(In-State),instate,1.0,603000,86600
computer science and math,Salisbury University(In-State),instate,1.0,603000,94400
computer science and math,Northwest Missouri State University(Out-of-State),outofstate,1.0,602000,92500
computer science and math,Towson University(Out-of-State),outofstate,1.0,602000,144000
computer science and math,Illinois State University(Out-of-State),outofstate,1.0,601000,143000
computer science and math,Drake University(Private),private,1.0,599000,189000
computer science and math,Edinboro University of Pennsylvania(In-State),instate,1.0,599000,89000
computer science and math,Millersville University of Pennsylvania(Out-of-State),outofstate,1.0,599000,144000
computer science and math,Purdue University-Calumet Campus(In-State),instate,1.0,599000,86500
computer science and math,University of Wisconsin-Oshkosh(In-State),instate,1.0,599000,73000
computer science and math,Colorado Mesa University(In-State),instate,1.0,598000,85000
computer science and math,Southern Connecticut State University(In-State),instate,1.0,598000,95600
computer science and math,Emporia State University(Out-of-State),outofstate,1.0,597000,122000
computer science and math,University of Nevada-Reno(Out-of-State),outofstate,1.0,597000,147000
computer science and math,George Fox University(Private),private,1.0,596000,182000
computer science and math,Mercer University(Private),private,1.0,596000,197000
computer science and math,University of Hartford(Private),private,1.0,596000,201000
computer science and math,University of North Georgia(In-State),instate,1.0,596000,73600
computer science and math,Rollins College(Private),private,1.0,595000,254000
computer science and math,Marist College(Private),private,1.0,594000,202000
computer science and math,University of Wisconsin-La Crosse(Out-of-State),outofstate,1.0,594000,103000
computer science and math,Barry University(Private),private,1.0,593000,182000
computer science and math,New Mexico State University-Main Campus(Out-of-State),outofstate,1.0,593000,129000
computer science and math,University of Missouri-Kansas City(In-State),instate,1.0,593000,98200
computer science and math,University of Wisconsin-Whitewater(In-State),instate,1.0,593000,70400
computer science and math,Christopher Newport University(Out-of-State),outofstate,1.0,592000,152000
computer science and math,Oregon Institute of Technology(Out-of-State),outofstate,1.0,592000,153000
computer science and math,Florida Gulf Coast University(In-State),instate,1.0,591000,79800
computer science and math,University of Arkansas(Out-of-State),outofstate,1.0,591000,144000
computer science and math,Western Oregon University(In-State),instate,1.0,591000,92100
computer science and math,Edinboro University of Pennsylvania(Out-of-State),outofstate,1.0,590000,98100
computer science and math,The University of Texas at Tyler(In-State),instate,1.0,590000,84100
computer science and math,University of New Orleans(In-State),instate,1.0,590000,85700
computer science and math,Stephen F Austin State University(Out-of-State),outofstate,1.0,589000,130000
computer science and math,Baldwin Wallace University(Private),private,1.0,588000,169000
computer science and math,University of Oregon(Out-of-State),outofstate,1.0,588000,185000
computer science and math,Western Illinois University(Out-of-State),outofstate,1.0,588000,118000
computer science and math,University of Memphis(Out-of-State),outofstate,1.0,587000,146000
computer science and math,University of North Alabama(Out-of-State),outofstate,1.0,587000,96100
computer science and math,Clarion University of Pennsylvania(In-State),instate,1.0,586000,95600
computer science and math,Central Connecticut State University(Out-of-State),outofstate,1.0,585000,146000
computer science and math,North Central College(Private),private,1.0,585000,190000
computer science and math,University of North Carolina at Greensboro(Out-of-State),outofstate,1.0,584000,136000
computer science and math,Tarleton State University(In-State),instate,1.0,583000,74400
computer science and math,Eastern New Mexico University-Main Campus(In-State),instate,1.0,582000,67400
computer science and math,Appalachian State University(Out-of-State),outofstate,1.0,580000,130000
computer science and math,Florida State University(Out-of-State),outofstate,1.0,580000,148000
computer science and math,SUNY Polytechnic Institute(In-State),instate,1.0,580000,93900
computer science and math,University of Kentucky(Out-of-State),outofstate,1.0,579000,155000
computer science and math,Morgan State University(Out-of-State),outofstate,1.0,578000,132000
computer science and math,Simpson College(Private),private,1.0,578000,183000
computer science and math,South Dakota State University(In-State),instate,1.0,578000,96900
computer science and math,The University of Tennessee-Chattanooga(Out-of-State),outofstate,1.0,578000,151000
computer science and math,University of Wisconsin-Milwaukee(In-State),instate,1.0,578000,91600
computer science and math,Southern New Hampshire University(Private),private,1.0,577000,186000
computer science and math,The University of Texas at San Antonio(In-State),instate,1.0,577000,85500
computer science and math,St Lawrence University(Private),private,1.0,576000,251000
computer science and math,Texas Southern University(In-State),instate,1.0,576000,99700
computer science and math,University of Northern Colorado(In-State),instate,1.0,576000,88400
